order_no,booking_date,driver_id,license_plates,`status`,create_date,类型,driver_id,license_plates
"P26504395009643121","2017-09-03 15:22:00",\N,\N,"60","2017-09-03 07:30:09","其他",\N,\N
"P40504395016015741","2017-09-03 07:30:00",\N,\N,"60","2017-09-03 07:30:15","其他",\N,\N
"P15504395355589263","2017-09-03 14:31:00",\N,\N,"60","2017-09-03 07:35:55","其他",\N,\N
"P10504395483376499","2017-09-03 14:31:00",\N,\N,"60","2017-09-03 07:38:03","其他",\N,\N
"P40504395779636140","2017-09-03 14:31:00",\N,\N,"60","2017-09-03 07:42:59","其他",\N,\N
"P17504395997213204","2017-09-03 14:31:00",\N,\N,"60","2017-09-03 07:46:37","其他",\N,\N
"P15504396197161465","2017-09-03 07:49:00","134353","闽AA8U91","60","2017-09-03 07:49:57","绑单","134353","闽AA8U91"
"P27504396869336493","2017-09-03 14:30:00",\N,\N,"60","2017-09-03 08:01:09","其他",\N,\N
"P37504396984083948","2017-09-03 15:01:00",\N,\N,"60","2017-09-03 08:03:04","其他",\N,\N
"P43504397101081510","2017-09-04 08:30:00","88085","黑AL36P0","60","2017-09-03 08:05:01","抢单","88085","黑AL36P0"
"P43504397101088520","2017-09-05 08:30:00","88085","黑AL36P0","60","2017-09-03 08:05:01","抢单","88085","黑AL36P0"
"P43504397101094531","2017-09-06 08:30:00","88085","黑AL36P0","60","2017-09-03 08:05:01","抢单","88085","黑AL36P0"
"P3504397113531400","2017-09-03 15:01:00",\N,\N,"60","2017-09-03 08:05:13","其他",\N,\N
"P25504397217417540","2017-09-03 08:06:00","33251","京BZ6052","60","2017-09-03 08:06:57","绑单","33251","京BZ6052"
"P25504397397488562","2017-09-07 09:20:00","17499","京BZ5325","15","2017-09-03 08:09:57","抢单","17499","京BZ5325"
"P30504397457602040","2017-09-03 08:10:00",\N,\N,"60","2017-09-03 08:10:57","其他",\N,\N
"P37504397708651459","2017-09-03 08:15:00","134353","闽AA8U91","60","2017-09-03 08:15:08","绑单","134353","闽AA8U91"
"P36504398956724991","2017-09-03 08:35:00",\N,\N,"60","2017-09-03 08:35:56","其他",\N,\N
"P24504399416450126","2017-09-03 08:43:00",\N,\N,"60","2017-09-03 08:43:36","其他",\N,\N
"P10504399503097760","2017-09-03 08:45:00",\N,\N,"60","2017-09-03 08:45:02","其他",\N,\N
"P40504399511850640","2017-09-03 08:45:00",\N,\N,"60","2017-09-03 08:45:11","其他",\N,\N
"P23504399593310509","2017-09-03 08:46:00",\N,\N,"60","2017-09-03 08:46:33","其他",\N,\N
"P22504399762120685","2017-09-03 08:49:00",\N,\N,"60","2017-09-03 08:49:22","其他",\N,\N
"P15504400134144577","2017-09-04 08:30:00","37549","黑AD71Z6","60","2017-09-03 08:55:34","抢单","37549","黑AD71Z6"
"P15504400134149588","2017-09-05 08:30:00","37549","黑AD71Z6","60","2017-09-03 08:55:34","抢单","37549","黑AD71Z6"
"P15504400134159599","2017-09-06 08:30:00","37549","黑AD71Z6","60","2017-09-03 08:55:34","抢单","37549","黑AD71Z6"
"P40504400186434163","2017-09-03 10:00:00",\N,\N,"60","2017-09-03 08:56:26","其他",\N,\N
"P27504400265107438","2017-09-04 08:30:00","88079","黑AG98Z1","60","2017-09-03 08:57:45","抢单","88079","黑AG98Z1"
"P27504400265110449","2017-09-05 08:30:00","88079","黑AG98Z1","60","2017-09-03 08:57:45","抢单","88079","黑AG98Z1"
"P27504400265114459","2017-09-06 08:30:00","88079","黑AG98Z1","60","2017-09-03 08:57:45","抢单","88079","黑AG98Z1"
"P34504400404638003","2017-09-04 08:30:00","88085","黑AL36P0","50","2017-09-03 09:00:04","抢单","88085","黑AL36P0"
"P34504400404649014","2017-09-05 08:30:00","88085","黑AL36P0","15","2017-09-03 09:00:04","抢单","88085","黑AL36P0"
"P34504400404654024","2017-09-06 08:30:00","88085","黑AL36P0","15","2017-09-03 09:00:04","抢单","88085","黑AL36P0"
"P40504400567441300","2017-09-03 09:02:00",\N,\N,"60","2017-09-03 09:02:47","其他",\N,\N
"P24504400698931467","2017-09-05 15:00:00","88085","黑AL36P0","15","2017-09-03 09:04:58","抢单","88085","黑AL36P0"
"P45504400718212956","2017-09-03 09:05:00",\N,\N,"60","2017-09-03 09:05:18","其他",\N,\N
"P37504400859476819","2017-09-03 09:07:00",\N,\N,"60","2017-09-03 09:07:39","其他",\N,\N
"P35504401160429531","2017-09-03 09:12:00",\N,\N,"60","2017-09-03 09:12:40","其他",\N,\N
"P13504402224980967","2017-09-03 09:30:00","141207","辽A1JU51","50","2017-09-03 09:30:24","绑单","141207","辽A1JU51"
"P10504402415895334","2017-09-03 09:33:00",\N,\N,"60","2017-09-03 09:33:35","其他",\N,\N
"P26504402486318408","2017-09-05 08:30:00",\N,\N,"60","2017-09-03 09:34:46","其他",\N,\N
"P20504402564211074","2017-09-03 09:36:00",\N,\N,"60","2017-09-03 09:36:04","其他",\N,\N
"P27504402636139652","2017-09-03 09:37:00",\N,\N,"60","2017-09-03 09:37:16","其他",\N,\N
"P21504402754112118","2017-09-05 08:30:00",\N,\N,"60","2017-09-03 09:39:14","其他",\N,\N
"P3504402767811321","2017-09-03 09:39:00",\N,\N,"60","2017-09-03 09:39:27","其他",\N,\N
"P26504402869616781","2017-09-03 09:41:00",\N,\N,"60","2017-09-03 09:41:09","其他",\N,\N
"P22504402976402438","2017-09-03 09:42:00",\N,\N,"60","2017-09-03 09:42:56","其他",\N,\N
"P22504403115398358","2017-09-03 09:45:00",\N,\N,"60","2017-09-03 09:45:15","其他",\N,\N
"P23504403219903533","2017-09-03 09:46:00",\N,\N,"60","2017-09-03 09:46:59","其他",\N,\N
"P7504403220027151","2017-09-05 08:30:00",\N,\N,"60","2017-09-03 09:47:00","其他",\N,\N
"P10504403304501289","2017-09-03 09:48:00",\N,\N,"60","2017-09-03 09:48:24","其他",\N,\N
"P3504403416153236","2017-09-03 13:40:00","34125","京BZ5367","60","2017-09-03 09:50:16","抢单","34125","京BZ5367"
"P3504403429885611","2017-09-03 13:40:00","29133","京BZ5978","60","2017-09-03 09:50:29","抢单","29133","京BZ5978"
"P17504403435174665","2017-09-03 09:50:00",\N,\N,"60","2017-09-03 09:50:35","其他",\N,\N
"P43504403544940122","2017-09-03 13:40:00","26953","京BZ5955","60","2017-09-03 09:52:24","抢单","26953","京BZ5955"
"P17504403576459809","2017-09-03 09:52:00",\N,\N,"60","2017-09-03 09:52:56","其他",\N,\N
"P37504403691830350","2017-09-03 09:54:00",\N,\N,"60","2017-09-03 09:54:51","其他",\N,\N
"P35504403701049855","2017-09-03 09:55:00",\N,\N,"60","2017-09-03 09:55:01","其他",\N,\N
"P26504404108774822","2017-09-05 13:00:00",\N,\N,"60","2017-09-03 10:01:48","其他",\N,\N
"P30504404369114850","2017-09-03 10:06:00",\N,\N,"60","2017-09-03 10:06:08","其他",\N,\N
"P30504405365001543","2017-09-03 10:22:00",\N,\N,"60","2017-09-03 10:22:44","其他",\N,\N
"P26504405488937981","2017-09-03 10:24:00",\N,\N,"60","2017-09-03 10:24:48","其他",\N,\N
"P24504405549090995","2017-09-03 10:25:00","11098","辽B6QY76","50","2017-09-03 10:25:49","绑单","11098","辽B6QY76"
"P35504405996108601","2017-09-03 10:33:00",\N,\N,"60","2017-09-03 10:33:16","其他",\N,\N
"P17504406572948765","2017-09-03 11:17:00",\N,\N,"60","2017-09-03 10:42:52","其他",\N,\N
"P17504406641412620","2017-09-03 11:17:00",\N,\N,"60","2017-09-03 10:44:01","其他",\N,\N
"P17504407080214554","2017-09-03 12:15:00","17499","京BZ5325","50","2017-09-03 10:51:20","抢单","17499","京BZ5325"
"P10504407409259161","2017-09-03 10:56:00",\N,\N,"60","2017-09-03 10:56:49","其他",\N,\N
"P22504408074130752","2017-09-03 11:07:00",\N,\N,"60","2017-09-03 11:07:54","其他",\N,\N
"P37504408548344521","2017-09-03 11:15:00",\N,\N,"60","2017-09-03 11:15:48","其他",\N,\N
"P17504408570807796","2017-09-03 11:16:00",\N,\N,"60","2017-09-03 11:16:10","其他",\N,\N
"P24504409363212816","2017-09-03 11:29:00",\N,\N,"60","2017-09-03 11:29:23","其他",\N,\N
"P40504409666908200","2017-09-03 11:34:00",\N,\N,"60","2017-09-03 11:34:26","其他",\N,\N
"P27504409710957874","2017-09-03 13:10:00",\N,\N,"60","2017-09-03 11:35:10","其他",\N,\N
"P34504409799231379","2017-09-03 11:36:00",\N,\N,"60","2017-09-03 11:36:39","其他",\N,\N
"P37504409836151456","2017-09-03 13:10:00",\N,\N,"60","2017-09-03 11:37:16","其他",\N,\N
"P7504410083889244","2017-09-03 11:41:00",\N,\N,"60","2017-09-03 11:41:23","其他",\N,\N
"P15504410485141665","2017-09-03 12:30:00","38865","京BZ6053","50","2017-09-03 11:48:05","抢单","38865","京BZ6053"
"P13504410994965948","2017-09-03 18:00:00",\N,\N,"60","2017-09-03 11:56:34","其他",\N,\N
"P13504411060083468","2017-09-03 18:00:00",\N,\N,"60","2017-09-03 11:57:40","其他",\N,\N
"P36504411198391414","2017-09-04 08:00:00",\N,\N,"60","2017-09-03 11:59:58","其他",\N,\N
"P20504411214883076","2017-09-04 18:00:00",\N,\N,"60","2017-09-03 12:00:14","其他",\N,\N
"P24504412169099724","2017-09-03 12:16:00",\N,\N,"60","2017-09-03 12:16:09","其他",\N,\N
"P37504412333783494","2017-09-03 12:18:00",\N,\N,"60","2017-09-03 12:18:53","其他",\N,\N
"P24504412346506480","2017-09-03 12:19:00",\N,\N,"60","2017-09-03 12:19:06","其他",\N,\N
"P24504412481732012","2017-09-03 12:21:00",\N,\N,"60","2017-09-03 12:21:21","其他",\N,\N
"P15504412515297881","2017-09-03 12:21:00",\N,\N,"60","2017-09-03 12:21:55","其他",\N,\N
"P1504412577345335","2017-09-03 12:50:00","34125","京BZ5367","50","2017-09-03 12:22:57","改派","34125","京BZ5367"
"P26504412621588987","2017-09-03 12:23:00",\N,\N,"60","2017-09-03 12:23:41","其他",\N,\N
"P20504412762937061","2017-09-03 12:26:00",\N,\N,"60","2017-09-03 12:26:02","其他",\N,\N
"P25504412999774359","2017-09-03 13:00:00",\N,\N,"60","2017-09-03 12:29:59","其他",\N,\N
"P37504413282156420","2017-09-04 18:00:00","42339","辽B7QD08","30","2017-09-03 12:34:42","抢单","42339","辽B7QD08"
"P5504413363530837","2017-09-03 12:36:00",\N,\N,"60","2017-09-03 12:36:03","其他",\N,\N
"P27504413814880708","2017-09-03 12:43:00",\N,\N,"60","2017-09-03 12:43:34","其他",\N,\N
"P21504414813565374","2017-09-03 13:00:00",\N,\N,"60","2017-09-03 13:00:13","其他",\N,\N
"P7504415667743213","2017-09-03 13:14:00","17491","京BZ5319","50","2017-09-03 13:14:27","绑单","17491","京BZ5319"
"P20504416290819265","2017-09-03 13:24:00",\N,\N,"60","2017-09-03 13:24:50","其他",\N,\N
"P40504416448676120","2017-09-03 13:27:00",\N,\N,"60","2017-09-03 13:27:28","其他",\N,\N
"P23504416641350163","2017-09-03 13:30:00",\N,\N,"60","2017-09-03 13:30:41","其他",\N,\N
"P30504416735386874","2017-09-04 10:10:00",\N,\N,"60","2017-09-03 13:32:15","其他",\N,\N
"P25504416886774514","2017-09-04 10:10:00","17499","京BZ5325","50","2017-09-03 13:34:46","抢单","17499","京BZ5325"
"P27504417225877209","2017-09-03 13:40:00",\N,\N,"60","2017-09-03 13:40:25","其他",\N,\N
"P24504417421512508","2017-09-03 13:43:00","66893","辽A5NU65","50","2017-09-03 13:43:41","绑单","66893","辽A5NU65"
"P24504417500540424","2017-09-03 13:45:00","43713","辽B1MR55","50","2017-09-03 13:45:00","绑单","43713","辽B1MR55"
"P23504417576897803","2017-09-03 13:46:00",\N,\N,"60","2017-09-03 13:46:16","其他",\N,\N
"P34504417831419517","2017-09-03 13:50:00",\N,\N,"60","2017-09-03 13:50:31","其他",\N,\N
"P27504417887385444","2017-09-03 13:51:00",\N,\N,"60","2017-09-03 13:51:27","其他",\N,\N
"P43504418027822986","2017-09-03 13:53:00",\N,\N,"60","2017-09-03 13:53:47","其他",\N,\N
"P7504418035150247","2017-09-03 14:28:00","115439","京BZ5330","50","2017-09-03 13:53:55","抢单","115439","京BZ5330"
"P3504419291014429","2017-09-03 14:14:00","144061","京BZ5777","50","2017-09-03 14:14:50","绑单","144061","京BZ5777"
"P40504419383437918","2017-09-03 14:16:00",\N,\N,"60","2017-09-03 14:16:23","其他",\N,\N
"P45504419456807848","2017-09-04 07:00:00","26971","京BZ5944","50","2017-09-03 14:17:36","抢单","26971","京BZ5944"
"P43504420390247519","2017-09-03 15:07:00",\N,\N,"60","2017-09-03 14:33:10","其他",\N,\N
"P30504420461861949","2017-09-03 15:07:00",\N,\N,"60","2017-09-03 14:34:21","其他",\N,\N
"P35504420553038944","2017-09-03 15:07:00","26961","京BZ5935","50","2017-09-03 14:35:53","抢单","26961","京BZ5935"
"P34504420656439366","2017-09-03 15:07:00",\N,\N,"60","2017-09-03 14:37:36","其他",\N,\N
"P20504421129880786","2017-09-03 14:45:00","17493","京BZ5320","60","2017-09-03 14:45:29","绑单","17493","京BZ5320"
"P7504421492121333","2017-09-03 14:51:00",\N,\N,"60","2017-09-03 14:51:32","其他",\N,\N
"P7504421737399889","2017-09-03 14:55:00",\N,\N,"60","2017-09-03 14:55:37","其他",\N,\N
"P3504421839792619","2017-09-03 14:57:00",\N,\N,"60","2017-09-03 14:57:19","其他",\N,\N
"P23504421851613815","2017-09-05 12:30:00","41009","京BZ6055","15","2017-09-03 14:57:31","抢单","41009","京BZ6055"
"P24504421967579677","2017-09-03 14:59:00",\N,\N,"60","2017-09-03 14:59:27","其他",\N,\N
"P23504422174910185","2017-09-03 15:02:00",\N,\N,"60","2017-09-03 15:02:54","其他",\N,\N
"P22504422533870330","2017-09-03 15:08:00",\N,\N,"60","2017-09-03 15:08:53","其他",\N,\N
"P36504423315771594","2017-09-03 15:21:00",\N,\N,"60","2017-09-03 15:21:55","其他",\N,\N
"P21504423438387921","2017-09-03 16:17:00","43121","京BZ5798","60","2017-09-03 15:23:58","抢单","43121","京BZ5798"
"P17504423780196397","2017-09-03 17:23:00","42373","辽B7QB98","60","2017-09-03 15:29:40","抢单","42373","辽B7QB98"
"P35504423798395850","2017-09-03 15:29:00",\N,\N,"60","2017-09-03 15:29:58","其他",\N,\N
"P17504423805978978","2017-09-03 17:23:00","26607","辽BA56B6","60","2017-09-03 15:30:05","抢单","26607","辽BA56B6"
"P35504423845653582","2017-09-03 15:30:00",\N,\N,"60","2017-09-03 15:30:45","其他",\N,\N
"P7504423872083593","2017-09-03 15:31:00",\N,\N,"60","2017-09-03 15:31:12","其他",\N,\N
"P34504423908983010","2017-09-03 15:31:00","43713","辽B1MR55","50","2017-09-03 15:31:49","绑单","43713","辽B1MR55"
"P34504424345135674","2017-09-03 15:39:00",\N,\N,"60","2017-09-03 15:39:05","其他",\N,\N
"P22504424375882733","2017-09-03 16:14:00",\N,\N,"60","2017-09-03 15:39:35","其他",\N,\N
"P27504424547607266","2017-09-03 16:16:00",\N,\N,"60","2017-09-03 15:42:27","其他",\N,\N
"P35504424612021298","2017-09-03 15:43:00",\N,\N,"60","2017-09-03 15:43:32","其他",\N,\N
"P5504424652749140","2017-09-03 16:16:00",\N,\N,"60","2017-09-03 15:44:12","其他",\N,\N
"P37504424768647392","2017-09-03 16:16:00",\N,\N,"60","2017-09-03 15:46:08","其他",\N,\N
"P40504424838337076","2017-09-03 15:47:00",\N,\N,"60","2017-09-03 15:47:17","其他",\N,\N
"P36504424908231035","2017-09-03 16:16:00",\N,\N,"60","2017-09-03 15:48:28","其他",\N,\N
"P24504425444793816","2017-09-03 18:30:00","3088","苏A7K6F1","60","2017-09-03 15:57:24","抢单","3088","苏A7K6F1"
"P43504425628511970","2017-09-04 09:40:00",\N,\N,"60","2017-09-03 16:00:28","其他",\N,\N
"P15504425772202063","2017-09-04 09:40:00",\N,\N,"60","2017-09-03 16:02:52","其他",\N,\N
"P24504425918948286","2017-09-04 09:50:00",\N,\N,"60","2017-09-03 16:05:19","其他",\N,\N
"P40504425982857650","2017-09-03 16:06:00",\N,\N,"60","2017-09-03 16:06:22","其他",\N,\N
"P5504426052404267","2017-09-04 09:50:00",\N,\N,"60","2017-09-03 16:07:32","其他",\N,\N
"P24504426205192943","2017-09-04 10:00:00",\N,\N,"60","2017-09-03 16:10:05","其他",\N,\N
"P36504426369082286","2017-09-03 16:12:00","23903","京BZ5768","50","2017-09-03 16:12:49","绑单","23903","京BZ5768"
"P35504426552134548","2017-09-04 09:00:00",\N,\N,"60","2017-09-03 16:15:52","其他",\N,\N
"P26504426562975734","2017-09-03 16:16:00","134353","闽AA8U91","50","2017-09-03 16:16:02","绑单","134353","闽AA8U91"
"P5504426697070804","2017-09-04 09:05:00",\N,\N,"60","2017-09-03 16:18:17","其他",\N,\N
"P34504426832557718","2017-09-04 09:10:00",\N,\N,"60","2017-09-03 16:20:32","其他",\N,\N
"P3504426962817551","2017-09-04 09:20:00",\N,\N,"60","2017-09-03 16:22:42","其他",\N,\N
"P30504427106384229","2017-09-04 09:25:00",\N,\N,"60","2017-09-03 16:25:05","其他",\N,\N
"P40504427216360149","2017-09-04 09:30:00",\N,\N,"60","2017-09-03 16:26:55","其他",\N,\N
"P3504427791761567","2017-09-04 09:00:00","37549","黑AD71Z6","50","2017-09-03 16:36:31","抢单","37549","黑AD71Z6"
"P24504427955818226","2017-09-03 16:39:00","22479","辽BA55C3","60","2017-09-03 16:39:15","绑单","22479","辽BA55C3"
"P15504428201056245","2017-09-03 16:43:00",\N,\N,"60","2017-09-03 16:43:21","其他",\N,\N
"P25504428263839646","2017-09-03 16:44:00",\N,\N,"60","2017-09-03 16:44:23","其他",\N,\N
"P45504428612301532","2017-09-03 16:50:00","23795","京BZ5785","50","2017-09-03 16:50:12","绑单","23795","京BZ5785"
"P34504429435450331","2017-09-04 10:10:00",\N,\N,"60","2017-09-03 17:03:55","其他",\N,\N
"P15504430494021851","2017-09-04 16:10:00","26855","京BZ6006","50","2017-09-03 17:21:34","抢单","26855","京BZ6006"
"P45504430586078198","2017-09-03 17:23:00","18807","辽B8QJ16","60","2017-09-03 17:23:06","绑单","18807","辽B8QJ16"
"P25504430596292214","2017-09-03 19:00:00",\N,\N,"60","2017-09-03 17:23:16","其他",\N,\N
"P43504430672992093","2017-09-03 19:00:00",\N,\N,"60","2017-09-03 17:24:32","其他",\N,\N
"P13504430747777572","2017-09-03 19:00:00",\N,\N,"60","2017-09-03 17:25:47","其他",\N,\N
"P7504430972716542","2017-09-03 19:00:00",\N,\N,"60","2017-09-03 17:29:32","其他",\N,\N
"P25504431060466694","2017-09-03 17:31:00",\N,\N,"60","2017-09-03 17:31:00","其他",\N,\N
"P10504431095674675","2017-09-03 19:00:00",\N,\N,"60","2017-09-03 17:31:35","其他",\N,\N
"P21504431134279549","2017-09-03 17:32:00",\N,\N,"60","2017-09-03 17:32:14","其他",\N,\N
"P30504431260091144","2017-09-03 17:34:00",\N,\N,"60","2017-09-03 17:34:19","其他",\N,\N
"P37504431382829698","2017-09-03 17:36:00",\N,\N,"60","2017-09-03 17:36:22","其他",\N,\N
"P23504431507394617","2017-09-03 17:38:00",\N,\N,"60","2017-09-03 17:38:27","其他",\N,\N
"P26504431631295249","2017-09-03 17:40:00",\N,\N,"60","2017-09-03 17:40:31","其他",\N,\N
"P35504431746201659","2017-09-03 17:42:00",\N,\N,"60","2017-09-03 17:42:26","其他",\N,\N
"P45504431850905870","2017-09-03 21:10:00","23893","京BZ5763","50","2017-09-03 17:44:10","抢单","23893","京BZ5763"
"P3504431870192024","2017-09-03 17:44:00","23791","京BZ5782","50","2017-09-03 17:44:30","绑单","23791","京BZ5782"
"P27504432704319985","2017-09-03 17:58:00",\N,\N,"60","2017-09-03 17:58:24","其他",\N,\N
"P23504433179714055","2017-09-03 18:06:00","81261","豫A71VA0","50","2017-09-03 18:06:19","绑单","81261","豫A71VA0"
"P45504433264389403","2017-09-03 18:07:00",\N,\N,"60","2017-09-03 18:07:44","其他",\N,\N
"P37504433269240605","2017-09-03 18:07:00",\N,\N,"60","2017-09-03 18:07:49","其他",\N,\N
"P5504433388009813","2017-09-05 18:43:00",\N,\N,"60","2017-09-03 18:09:47","其他",\N,\N
"P20504434686058186","2017-09-03 18:31:00",\N,\N,"60","2017-09-03 18:31:25","其他",\N,\N
"P21504434716567264","2017-09-03 18:31:00","24019","鲁B1P17X","60","2017-09-03 18:31:56","绑单","24019","鲁B1P17X"
"P40504435327274313","2017-09-06 08:00:00","46859","津CDD706","15","2017-09-03 18:42:06","抢单","46859","津CDD706"
"P34504436077446438","2017-09-03 18:54:00",\N,\N,"60","2017-09-03 18:54:37","其他",\N,\N
"P10504436132196972","2017-09-03 18:55:00",\N,\N,"60","2017-09-03 18:55:31","其他",\N,\N
"P27504436179183886","2017-09-03 18:56:00",\N,\N,"60","2017-09-03 18:56:19","其他",\N,\N
"P34504436185459257","2017-09-03 18:56:00",\N,\N,"60","2017-09-03 18:56:25","其他",\N,\N
"P3504436508117441","2017-09-04 06:30:00",\N,\N,"60","2017-09-03 19:01:47","其他",\N,\N
"P17504436821734175","2017-09-03 19:07:00",\N,\N,"60","2017-09-03 19:07:01","其他",\N,\N
"P35504436910095730","2017-09-03 19:08:00",\N,\N,"60","2017-09-03 19:08:30","其他",\N,\N
"P15504436941175407","2017-09-03 19:09:00",\N,\N,"60","2017-09-03 19:09:01","其他",\N,\N
"P40504436943628128","2017-09-03 19:09:00",\N,\N,"60","2017-09-03 19:09:03","其他",\N,\N
"P25504437044321883","2017-09-03 19:45:00",\N,\N,"60","2017-09-03 19:10:44","其他",\N,\N
"P10504437183264220","2017-09-03 19:45:00",\N,\N,"60","2017-09-03 19:13:02","其他",\N,\N
"P40504437312094011","2017-09-03 19:15:00",\N,\N,"60","2017-09-03 19:15:11","其他",\N,\N
"P20504437351747060","2017-09-03 19:15:00",\N,\N,"60","2017-09-03 19:15:51","其他",\N,\N
"P43504437431222784","2017-09-03 19:17:00",\N,\N,"60","2017-09-03 19:17:11","其他",\N,\N
"P43504437527191390","2017-09-03 19:18:00",\N,\N,"60","2017-09-03 19:18:47","其他",\N,\N
"P43504437566474322","2017-09-03 19:19:00",\N,\N,"60","2017-09-03 19:19:26","其他",\N,\N
"P20504437646512567","2017-09-03 19:20:00",\N,\N,"60","2017-09-03 19:20:45","其他",\N,\N
"P35504437726423448","2017-09-03 19:22:00",\N,\N,"60","2017-09-03 19:22:06","其他",\N,\N
"P20504438014926438","2017-09-03 20:01:00",\N,\N,"60","2017-09-03 19:26:54","其他",\N,\N
"P37504438119063141","2017-09-03 19:28:00",\N,\N,"60","2017-09-03 19:28:38","其他",\N,\N
"P36504438125483401","2017-09-03 20:01:00",\N,\N,"60","2017-09-03 19:28:45","其他",\N,\N
"P20504438387804776","2017-09-03 23:59:00","143067","京BZ5346","60","2017-09-03 19:33:07","抢单","143067","京BZ5346"
"P24504438861520110","2017-09-03 19:41:00",\N,\N,"60","2017-09-03 19:41:01","其他",\N,\N
"P43504438984357258","2017-09-04 09:30:00",\N,\N,"60","2017-09-03 19:43:04","其他",\N,\N
"P25504439135634263","2017-09-03 19:45:00",\N,\N,"60","2017-09-03 19:45:35","其他",\N,\N
"P15504439851179713","2017-09-03 19:57:00",\N,\N,"60","2017-09-03 19:57:31","其他",\N,\N
"P15504439874834087","2017-09-03 19:57:00",\N,\N,"60","2017-09-03 19:57:54","其他",\N,\N
"P40504440000132118","2017-09-03 20:00:00",\N,\N,"60","2017-09-03 19:59:59","其他",\N,\N
"P40504440031655278","2017-09-03 20:00:00",\N,\N,"60","2017-09-03 20:00:31","其他",\N,\N
"P27504440156339052","2017-09-03 20:02:00",\N,\N,"60","2017-09-03 20:02:36","其他",\N,\N
"P26504440216000734","2017-09-03 20:38:00",\N,\N,"60","2017-09-03 20:03:35","其他",\N,\N
"P23504440317025565","2017-09-03 20:05:00",\N,\N,"60","2017-09-03 20:05:16","其他",\N,\N
"P36504440452381399","2017-09-03 20:07:00",\N,\N,"60","2017-09-03 20:07:32","其他",\N,\N
"P40504440590728244","2017-09-03 20:09:00",\N,\N,"60","2017-09-03 20:09:50","其他",\N,\N
"P5504440721327033","2017-09-03 20:45:00",\N,\N,"60","2017-09-03 20:12:01","其他",\N,\N
"P5504440725441445","2017-09-03 20:47:00",\N,\N,"60","2017-09-03 20:12:05","其他",\N,\N
"P36504440775683782","2017-09-04 09:00:00",\N,\N,"60","2017-09-03 20:12:55","其他",\N,\N
"P36504440898408072","2017-09-04 09:00:00",\N,\N,"60","2017-09-03 20:14:58","其他",\N,\N
"P22504440976851936","2017-09-03 20:16:00",\N,\N,"60","2017-09-03 20:16:16","其他",\N,\N
"P24504441220321280","2017-09-03 20:20:00",\N,\N,"60","2017-09-03 20:20:20","其他",\N,\N
"P5504441398302823","2017-09-03 20:23:00",\N,\N,"60","2017-09-03 20:23:18","其他",\N,\N
"P36504441455288843","2017-09-04 07:20:00","19449","京BZ5344","50","2017-09-03 20:24:15","抢单","19449","京BZ5344"
"P35504441539564225","2017-09-03 20:25:00",\N,\N,"60","2017-09-03 20:25:39","其他",\N,\N
"P30504441660606480","2017-09-03 20:27:00",\N,\N,"60","2017-09-03 20:27:39","其他",\N,\N
"P36504441757297079","2017-09-03 21:04:00",\N,\N,"60","2017-09-03 20:29:17","其他",\N,\N
"P20504441883193735","2017-09-03 21:06:00",\N,\N,"60","2017-09-03 20:31:22","其他",\N,\N
"P17504442005789216","2017-09-03 20:33:00",\N,\N,"60","2017-09-03 20:33:25","其他",\N,\N
"P7504442181308789","2017-09-03 20:36:00",\N,\N,"60","2017-09-03 20:36:21","其他",\N,\N
"P17504442615177254","2017-09-03 20:43:00",\N,\N,"60","2017-09-03 20:43:35","其他",\N,\N
"P21504442678582422","2017-09-03 20:44:00",\N,\N,"60","2017-09-03 20:44:38","其他",\N,\N
"P7504442803641106","2017-09-03 20:46:00",\N,\N,"60","2017-09-03 20:46:43","其他",\N,\N
"P24504442967851273","2017-09-03 20:49:00",\N,\N,"60","2017-09-03 20:49:27","其他",\N,\N
"P20504443295598177","2017-09-03 20:54:00",\N,\N,"60","2017-09-03 20:54:55","其他",\N,\N
"P21504443497209387","2017-09-04 14:30:00",\N,\N,"60","2017-09-03 20:58:17","其他",\N,\N
"P21504443511257795","2017-09-03 20:58:00",\N,\N,"60","2017-09-03 20:58:31","其他",\N,\N
"P43504443620979531","2017-09-04 14:30:00",\N,\N,"60","2017-09-03 21:00:20","其他",\N,\N
"P7504443917994722","2017-09-03 21:05:00",\N,\N,"60","2017-09-03 21:05:17","其他",\N,\N
"P15504444222060381","2017-09-03 21:10:00",\N,\N,"60","2017-09-03 21:10:22","其他",\N,\N
"P21504444400985914","2017-09-04 14:30:00",\N,\N,"60","2017-09-03 21:13:20","其他",\N,\N
"P24504444462184933","2017-09-03 21:14:00",\N,\N,"60","2017-09-03 21:14:22","其他",\N,\N
"P7504444578171848","2017-09-03 21:16:00",\N,\N,"60","2017-09-03 21:16:18","其他",\N,\N
"P36504444764330238","2017-09-04 14:30:00",\N,\N,"60","2017-09-03 21:19:24","其他",\N,\N
"P36504444770135821","2017-09-04 14:30:00",\N,\N,"60","2017-09-03 21:19:30","其他",\N,\N
"P22504444928139604","2017-09-04 14:30:00",\N,\N,"60","2017-09-03 21:22:08","其他",\N,\N
"P24504445064461257","2017-09-04 06:00:00","27645","京BZ5940","60","2017-09-03 21:24:24","抢单","27645","京BZ5940"
"P21504445340386006","2017-09-03 21:29:00",\N,\N,"60","2017-09-03 21:29:00","其他",\N,\N
"P23504445590563724","2017-09-03 21:33:00","17175","鲁AK8P65","50","2017-09-03 21:33:10","绑单","17175","鲁AK8P65"
